Gene stable ID	Macaque gene stable ID	Macaque gene name	Gene name
ENSMUSG00000074446	ENSMMUG00000054369		Defa23
ENSMUSG00000074446	ENSMMUG00000049881		Defa23
ENSMUSG00000074446	ENSMMUG00000018517		Defa23
ENSMUSG00000074446	ENSMMUG00000052512	DEFA6	Defa23
ENSMUSG00000074446	ENSMMUG00000045717		Defa23
ENSMUSG00000020019	ENSMMUG00000000521	NTN4	Ntn4
ENSMUSG00000061845	ENSMMUG00000054195		Defa35
ENSMUSG00000061845	ENSMMUG00000054742		Defa35
ENSMUSG00000061845	ENSMMUG00000040721		Defa35
ENSMUSG00000061845	ENSMMUG00000054369		Defa35
ENSMUSG00000061845	ENSMMUG00000049881		Defa35
ENSMUSG00000061845	ENSMMUG00000018517		Defa35
ENSMUSG00000061845	ENSMMUG00000052512	DEFA6	Defa35
ENSMUSG00000061845	ENSMMUG00000045717		Defa35
ENSMUSG00000025815	ENSMMUG00000017139	SEC61A2	Dhtkd1
ENSMUSG00000022607	ENSMMUG00000002336	PTK2	Ptk2
ENSMUSG00000090019	ENSMMUG00000040065		Gimap1
ENSMUSG00000090019	ENSMMUG00000001270		Gimap1
ENSMUSG00000094687	ENSMMUG00000054195		Defa25
ENSMUSG00000094687	ENSMMUG00000054742		Defa25
ENSMUSG00000094687	ENSMMUG00000040721		Defa25
ENSMUSG00000094687	ENSMMUG00000054369		Defa25
ENSMUSG00000094687	ENSMMUG00000049881		Defa25
ENSMUSG00000094687	ENSMMUG00000018517		Defa25
ENSMUSG00000094687	ENSMMUG00000052512	DEFA6	Defa25
ENSMUSG00000094687	ENSMMUG00000045717		Defa25
ENSMUSG00000061958	ENSMMUG00000054195		Defa38
ENSMUSG00000061958	ENSMMUG00000054742		Defa38
ENSMUSG00000061958	ENSMMUG00000040721		Defa38
ENSMUSG00000061958	ENSMMUG00000054369		Defa38
ENSMUSG00000061958	ENSMMUG00000049881		Defa38
ENSMUSG00000061958	ENSMMUG00000018517		Defa38
ENSMUSG00000061958	ENSMMUG00000052512	DEFA6	Defa38
ENSMUSG00000061958	ENSMMUG00000045717		Defa38
ENSMUSG00000017607	ENSMMUG00000009386	TNS4	Tns4
ENSMUSG00000038206	ENSMMUG00000002331	FBXO8	Fbxo8
ENSMUSG00000061165	ENSMMUG00000008472	OR8A1	Or8a1b
ENSMUSG00000110526	ENSMMUG00000008472	OR8A1	Or8a1
ENSMUSG00000043505	ENSMMUG00000049295	GIMAP5	Gimap5
ENSMUSG00000043301	ENSMMUG00000018136	KCNJ6	Kcnj6
ENSMUSG00000032322	ENSMMUG00000010171	PSTPIP1	Pstpip1
ENSMUSG00000038670	ENSMMUG00000006715	MYBPC2	Mybpc2
ENSMUSG00000020020	ENSMMUG00000013812	USP44	Usp44
ENSMUSG00000028568	ENSMMUG00000003636	BTF3L4	Btf3l4
ENSMUSG00000030256	ENSMMUG00000039562	BHLHE41	Bhlhe41
ENSMUSG00000038240	ENSMMUG00000002271	PDSS2	Pdss2
ENSMUSG00000057948	ENSMMUG00000002822	UNC13D	Unc13d
ENSMUSG00000045102	ENSMMUG00000001156	POLN	Poln
ENSMUSG00000043241	ENSMMUG00000008241	UPF2	Upf2
ENSMUSG00000074444	ENSMMUG00000054195		Defa30
ENSMUSG00000074444	ENSMMUG00000054742		Defa30
ENSMUSG00000074444	ENSMMUG00000040721		Defa30
ENSMUSG00000074444	ENSMMUG00000054369		Defa30
ENSMUSG00000074444	ENSMMUG00000049881		Defa30
ENSMUSG00000074444	ENSMMUG00000018517		Defa30
ENSMUSG00000074444	ENSMMUG00000052512	DEFA6	Defa30
ENSMUSG00000074444	ENSMMUG00000045717		Defa30
ENSMUSG00000039264	ENSMMUG00000049295	GIMAP5	Gimap3
ENSMUSG00000002997	ENSMMUG00000015404	PRKAR2B	Prkar2b
ENSMUSG00000074443	ENSMMUG00000054195		Defa22
ENSMUSG00000074443	ENSMMUG00000054742		Defa22
ENSMUSG00000074443	ENSMMUG00000040721		Defa22
ENSMUSG00000074443	ENSMMUG00000054369		Defa22
ENSMUSG00000074443	ENSMMUG00000049881		Defa22
ENSMUSG00000074443	ENSMMUG00000018517		Defa22
ENSMUSG00000074443	ENSMMUG00000052512	DEFA6	Defa22
ENSMUSG00000074443	ENSMMUG00000045717		Defa22
ENSMUSG00000036278	ENSMMUG00000056751	MACROD1	Macrod1
ENSMUSG00000119310	ENSMMUG00000036629	U6	Gm26240
ENSMUSG00000119310	ENSMMUG00000025390	U6	Gm26240
ENSMUSG00000119310	ENSMMUG00000064341	U6	Gm26240
ENSMUSG00000074442	ENSMMUG00000054195		Defa31
ENSMUSG00000074442	ENSMMUG00000054742		Defa31
ENSMUSG00000074442	ENSMMUG00000040721		Defa31
ENSMUSG00000074442	ENSMMUG00000054369		Defa31
ENSMUSG00000074442	ENSMMUG00000049881		Defa31
ENSMUSG00000074442	ENSMMUG00000018517		Defa31
ENSMUSG00000074442	ENSMMUG00000052512	DEFA6	Defa31
ENSMUSG00000074442	ENSMMUG00000045717		Defa31
ENSMUSG00000064080	ENSMMUG00000017659	FBLN2	Fbln2
ENSMUSG00000022742	ENSMMUG00000065045	CPOX	Cpox
ENSMUSG00000079116	ENSMMUG00000054195		Defa41
ENSMUSG00000079116	ENSMMUG00000054742		Defa41
ENSMUSG00000079116	ENSMMUG00000040721		Defa41
ENSMUSG00000079116	ENSMMUG00000054369		Defa41
ENSMUSG00000079116	ENSMMUG00000049881		Defa41
ENSMUSG00000079116	ENSMMUG00000018517		Defa41
ENSMUSG00000079116	ENSMMUG00000052512	DEFA6	Defa41
ENSMUSG00000079116	ENSMMUG00000045717		Defa41
ENSMUSG00000074441	ENSMMUG00000054195		Defa40
ENSMUSG00000074441	ENSMMUG00000054742		Defa40
ENSMUSG00000074441	ENSMMUG00000040721		Defa40
ENSMUSG00000074441	ENSMMUG00000054369		Defa40
ENSMUSG00000074441	ENSMMUG00000049881		Defa40
ENSMUSG00000074441	ENSMMUG00000018517		Defa40
ENSMUSG00000074441	ENSMMUG00000052512	DEFA6	Defa40
ENSMUSG00000074441	ENSMMUG00000045717		Defa40
ENSMUSG00000028567	ENSMMUG00000053331		Txndc12
ENSMUSG00000074440	ENSMMUG00000054195		Defa3
ENSMUSG00000074440	ENSMMUG00000054742		Defa3
ENSMUSG00000074440	ENSMMUG00000040721		Defa3
ENSMUSG00000074440	ENSMMUG00000054369		Defa3
ENSMUSG00000074440	ENSMMUG00000049881		Defa3
ENSMUSG00000074440	ENSMMUG00000018517		Defa3
ENSMUSG00000074440	ENSMMUG00000052512	DEFA6	Defa3
ENSMUSG00000074440	ENSMMUG00000045717		Defa3
ENSMUSG00000026816	ENSMMUG00000001267	GTF3C5	Gtf3c5
ENSMUSG00000074439	ENSMMUG00000054195		Defa5
ENSMUSG00000074439	ENSMMUG00000054742		Defa5
ENSMUSG00000074439	ENSMMUG00000040721		Defa5
ENSMUSG00000074439	ENSMMUG00000054369		Defa5
ENSMUSG00000074439	ENSMMUG00000049881		Defa5
ENSMUSG00000074439	ENSMMUG00000018517		Defa5
ENSMUSG00000074439	ENSMMUG00000052512	DEFA6	Defa5
ENSMUSG00000074439	ENSMMUG00000045717		Defa5
ENSMUSG00000021720	ENSMMUG00000021130	RNF180	Rnf180
ENSMUSG00000082211	ENSMMUG00000054195		Defa27
ENSMUSG00000082211	ENSMMUG00000054742		Defa27
ENSMUSG00000082211	ENSMMUG00000040721		Defa27
ENSMUSG00000082211	ENSMMUG00000054369		Defa27
ENSMUSG00000082211	ENSMMUG00000049881		Defa27
ENSMUSG00000082211	ENSMMUG00000018517		Defa27
ENSMUSG00000082211	ENSMMUG00000052512	DEFA6	Defa27
ENSMUSG00000082211	ENSMMUG00000045717		Defa27
ENSMUSG00000065620	ENSMMUG00000034385	U2	Gm24764
ENSMUSG00000047293	ENSMMUG00000009550	GPR15	Gpr15
ENSMUSG00000022744	ENSMMUG00000009549	CLDND1	Cldnd1
ENSMUSG00000073775	ENSMMUG00000053044	KTI12	Kti12
ENSMUSG00000032562	ENSMMUG00000056280	GNAI2	Gnai2
ENSMUSG00000028362	ENSMMUG00000041301	TNFSF8	Tnfsf8
ENSMUSG00000003316	ENSMMUG00000000226	GLG1	Glg1
ENSMUSG00000047787	ENSMMUG00000000482	FLRT1	Flrt1
ENSMUSG00000038214	ENSMMUG00000052231	BEND3	Bend3
ENSMUSG00000003411	ENSMMUG00000014035	RAB3B	Rab3b
ENSMUSG00000058145	ENSMMUG00000021160	ADAMTS17	Adamts17
ENSMUSG00000002504	ENSMMUG00000002806	SLC9A3R2	Slc9a3r2
ENSMUSG00000006522	ENSMMUG00000014522	ITIH3	Itih3
ENSMUSG00000021721	ENSMMUG00000001789	HTR1A	Htr1a
ENSMUSG00000019797	ENSMMUG00000018233		Mtres1
ENSMUSG00000019797	ENSMMUG00000050334		Mtres1
ENSMUSG00000066748	ENSMMUG00000059415	OR8B8	Or8b8
ENSMUSG00000071510	ENSMMUG00000032102	OR5K1	Or5k1b
ENSMUSG00000071510	ENSMMUG00000057341	OR5K2	Or5k1b
ENSMUSG00000021176	ENSMMUG00000004459	EFCAB11	Efcab11
ENSMUSG00000032324	ENSMMUG00000010172	TSPAN3	Tspan3
ENSMUSG00000039852	ENSMMUG00000021399	RERE	Rere
ENSMUSG00000049362	ENSMMUG00000032102	OR5K1	Or5k1
ENSMUSG00000049362	ENSMMUG00000057341	OR5K2	Or5k1
ENSMUSG00000047139	ENSMMUG00000056792		Cd24a
ENSMUSG00000047139	ENSMMUG00000060520		Cd24a
ENSMUSG00000046949	ENSMMUG00000008487	NQO2	Nqo2
ENSMUSG00000034484	ENSMMUG00000023598	SNX2	Snx2
ENSMUSG00000019863	ENSMMUG00000008330	QRSL1	Qrsl1
ENSMUSG00000031143	ENSMMUG00000008623	CCDC22	Ccdc22
ENSMUSG00000089055	ENSMMUG00000023976	U6	Gm22675
ENSMUSG00000045319	ENSMMUG00000023632	PROSER2	Proser2
ENSMUSG00000049013	ENSMMUG00000009680	PRSS48	Prss48
ENSMUSG00000062609	ENSMMUG00000056855	KCNJ15	Kcnj15
ENSMUSG00000035885	ENSMMUG00000053930	COX8A	Cox8a
ENSMUSG00000066747	ENSMMUG00000062372	OR8B4	Or8b4
ENSMUSG00000044864	ENSMMUG00000006783	ANKRD50	Ankrd50
ENSMUSG00000030689	ENSMMUG00000020276	INO80E	Ino80e
ENSMUSG00000074305	ENSMMUG00000042378	PEAK1	Peak1
ENSMUSG00000019467	ENSMMUG00000031819	ARHGEF25	Arhgef25
ENSMUSG00000056553	ENSMMUG00000022806	PTPRN2	Ptprn2
ENSMUSG00000028081	ENSMMUG00000002676		Rps3a1
ENSMUSG00000064329	ENSMMUG00000008407	SCN1A	Scn1a
ENSMUSG00000024538	ENSMMUG00000010651	PPIC	Ppic
ENSMUSG00000031111	ENSMMUG00000011152	IGSF1	Igsf1
ENSMUSG00000021592	ENSMMUG00000001209	ARSK	Arsk
ENSMUSG00002076737	ENSMMUG00000032968	U6	Gm55125
ENSMUSG00002075295	ENSMMUG00000036547	U6	Gm55126
ENSMUSG00000034116	ENSMMUG00000019314	VAV1	Vav1
ENSMUSG00000039838	ENSMMUG00000021398	SLC45A1	Slc45a1
ENSMUSG00000064984	ENSMMUG00000032726	SNORD73	Snord73a
ENSMUSG00000033644	ENSMMUG00000014438	PIWIL2	Piwil2
ENSMUSG00000064390	ENSMMUG00000032702	SNORD73	Snord73b
ENSMUSG00000069378	ENSMMUG00000052656	PRDM6	Prdm6
ENSMUSG00000046743	ENSMMUG00000011810	FAT4	Fat4
ENSMUSG00000024764	ENSMMUG00000018632	NAA40	Naa40
ENSMUSG00000068794	ENSMMUG00000040123	COL28A1	Col28a1
ENSMUSG00000033419	ENSMMUG00000016703	SNAP91	Snap91
ENSMUSG00000074437	ENSMMUG00000054195		Defa29
ENSMUSG00000074437	ENSMMUG00000054742		Defa29
ENSMUSG00000074437	ENSMMUG00000040721		Defa29
ENSMUSG00000074437	ENSMMUG00000054369		Defa29
ENSMUSG00000074437	ENSMMUG00000049881		Defa29
ENSMUSG00000074437	ENSMMUG00000018517		Defa29
ENSMUSG00000074437	ENSMMUG00000052512	DEFA6	Defa29
ENSMUSG00000074437	ENSMMUG00000045717		Defa29
ENSMUSG00000096295	ENSMMUG00000054195		Defa2
ENSMUSG00000096295	ENSMMUG00000054742		Defa2
ENSMUSG00000096295	ENSMMUG00000040721		Defa2
ENSMUSG00000096295	ENSMMUG00000054369		Defa2
ENSMUSG00000096295	ENSMMUG00000049881		Defa2
ENSMUSG00000096295	ENSMMUG00000018517		Defa2
ENSMUSG00000096295	ENSMMUG00000052512	DEFA6	Defa2
ENSMUSG00000096295	ENSMMUG00000045717		Defa2
ENSMUSG00000094362	ENSMMUG00000054195		Defa33
ENSMUSG00000094362	ENSMMUG00000054742		Defa33
ENSMUSG00000094362	ENSMMUG00000040721		Defa33
ENSMUSG00000094362	ENSMMUG00000054369		Defa33
ENSMUSG00000094362	ENSMMUG00000049881		Defa33
ENSMUSG00000094362	ENSMMUG00000018517		Defa33
ENSMUSG00000094362	ENSMMUG00000052512	DEFA6	Defa33
ENSMUSG00000094362	ENSMMUG00000045717		Defa33
ENSMUSG00000094662	ENSMMUG00000054195		Defa36
ENSMUSG00000094662	ENSMMUG00000054742		Defa36
ENSMUSG00000094662	ENSMMUG00000040721		Defa36
ENSMUSG00000094662	ENSMMUG00000054369		Defa36
ENSMUSG00000094662	ENSMMUG00000049881		Defa36
ENSMUSG00000094662	ENSMMUG00000018517		Defa36
ENSMUSG00000094662	ENSMMUG00000052512	DEFA6	Defa36
ENSMUSG00000094662	ENSMMUG00000045717		Defa36
ENSMUSG00000053510	ENSMMUG00000004738	NRDC	Nrd1
ENSMUSG00000062105	ENSMMUG00000064254		Or5h17
ENSMUSG00000062105	ENSMMUG00000056978	OR5H14	Or5h17
ENSMUSG00000062105	ENSMMUG00000061902	OR5H2	Or5h17
ENSMUSG00000079114	ENSMMUG00000054195		Defa42
ENSMUSG00000079114	ENSMMUG00000054742		Defa42
ENSMUSG00000079114	ENSMMUG00000040721		Defa42
ENSMUSG00000079114	ENSMMUG00000054369		Defa42
ENSMUSG00000079114	ENSMMUG00000049881		Defa42
ENSMUSG00000079114	ENSMMUG00000018517		Defa42
ENSMUSG00000079114	ENSMMUG00000052512	DEFA6	Defa42
ENSMUSG00000079114	ENSMMUG00000045717		Defa42
ENSMUSG00000065945	ENSMMUG00000026830	U1	Gm23796
ENSMUSG00000053477	ENSMMUG00000012001	TCF4	Tcf4
ENSMUSG00000060613	ENSMMUG00000000124	CYP2C76	Cyp2c70
ENSMUSG00000008193	ENSMMUG00000056332	SPIB	Spib
ENSMUSG00000038193	ENSMMUG00000048816	HAND2	Hand2
ENSMUSG00000028180	ENSMMUG00000043952		Zranb2
ENSMUSG00000028180	ENSMMUG00000017312		Zranb2
ENSMUSG00000033596	ENSMMUG00000008375	RFWD3	Rfwd3
ENSMUSG00000047960	ENSMMUG00000064254		Or5h18
ENSMUSG00000047960	ENSMMUG00000056978	OR5H14	Or5h18
ENSMUSG00000047960	ENSMMUG00000061902	OR5H2	Or5h18
ENSMUSG00000077454	ENSMMUG00000033092	U6	Gm25918
ENSMUSG00000037235	ENSMMUG00000048558	MXD4	Mxd4
ENSMUSG00000043357	ENSMMUG00000064254		Or5h19
ENSMUSG00000043357	ENSMMUG00000056978	OR5H14	Or5h19
ENSMUSG00000043357	ENSMMUG00000061902	OR5H2	Or5h19
ENSMUSG00000030255	ENSMMUG00000018630	SSPN	Sspn
ENSMUSG00000064006	ENSMMUG00000064254		Or5h22
ENSMUSG00000064006	ENSMMUG00000056978	OR5H14	Or5h22
ENSMUSG00000064006	ENSMMUG00000061902	OR5H2	Or5h22
ENSMUSG00000094539	ENSMMUG00000064254		Or5h23
ENSMUSG00000094539	ENSMMUG00000056978	OR5H14	Or5h23
ENSMUSG00000094539	ENSMMUG00000061902	OR5H2	Or5h23
ENSMUSG00000025871	ENSMMUG00000003921	KIAA1191	4833439L19Rik
ENSMUSG00000042606	ENSMMUG00000020275	HIRIP3	Hirip3
ENSMUSG00000088717	ENSMMUG00000024834	SNORA70	Gm22725
ENSMUSG00000006529	ENSMMUG00000014520	ITIH1	Itih1
ENSMUSG00000060057	ENSMMUG00000064254		Or5h25
ENSMUSG00000060057	ENSMMUG00000056978	OR5H14	Or5h25
ENSMUSG00000060057	ENSMMUG00000061902	OR5H2	Or5h25
ENSMUSG00000020573	ENSMMUG00000011385	PIK3CG	Pik3cg
ENSMUSG00000038384	ENSMMUG00000012842	SETD1B	Setd1b
ENSMUSG00000055044	ENSMMUG00000000454	PDLIM1	Pdlim1
ENSMUSG00000030093	ENSMMUG00000018445	WNT7A	Wnt7a
ENSMUSG00000095066	ENSMMUG00000054195		Defa20
ENSMUSG00000095066	ENSMMUG00000054742		Defa20
ENSMUSG00000095066	ENSMMUG00000040721		Defa20
ENSMUSG00000095066	ENSMMUG00000054369		Defa20
ENSMUSG00000095066	ENSMMUG00000049881		Defa20
ENSMUSG00000095066	ENSMMUG00000018517		Defa20
ENSMUSG00000095066	ENSMMUG00000052512	DEFA6	Defa20
ENSMUSG00000095066	ENSMMUG00000045717		Defa20
ENSMUSG00000096695	ENSMMUG00000064254		Or5h26
ENSMUSG00000096695	ENSMMUG00000056978	OR5H14	Or5h26
ENSMUSG00000096695	ENSMMUG00000061902	OR5H2	Or5h26
ENSMUSG00000094818	ENSMMUG00000054195		Defa32
ENSMUSG00000094818	ENSMMUG00000054742		Defa32
ENSMUSG00000094818	ENSMMUG00000040721		Defa32
ENSMUSG00000094818	ENSMMUG00000054369		Defa32
ENSMUSG00000094818	ENSMMUG00000049881		Defa32
ENSMUSG00000094818	ENSMMUG00000018517		Defa32
ENSMUSG00000094818	ENSMMUG00000052512	DEFA6	Defa32
ENSMUSG00000094818	ENSMMUG00000045717		Defa32
ENSMUSG00000075934	ENSMMUG00000036629	U6	Gm24423
ENSMUSG00000075934	ENSMMUG00000025390	U6	Gm24423
ENSMUSG00000075934	ENSMMUG00000064341	U6	Gm24423
ENSMUSG00000065956	ENSMMUG00000054195		Defa37
ENSMUSG00000065956	ENSMMUG00000054742		Defa37
ENSMUSG00000065956	ENSMMUG00000040721		Defa37
ENSMUSG00000065956	ENSMMUG00000054369		Defa37
ENSMUSG00000065956	ENSMMUG00000049881		Defa37
ENSMUSG00000065956	ENSMMUG00000018517		Defa37
ENSMUSG00000065956	ENSMMUG00000052512	DEFA6	Defa37
ENSMUSG00000065956	ENSMMUG00000045717		Defa37
ENSMUSG00000052833	ENSMMUG00000009506	SAE1	Sae1
ENSMUSG00000074434	ENSMMUG00000054195		Defa28
ENSMUSG00000074434	ENSMMUG00000054742		Defa28
ENSMUSG00000074434	ENSMMUG00000040721		Defa28
ENSMUSG00000074434	ENSMMUG00000054369		Defa28
ENSMUSG00000074434	ENSMMUG00000049881		Defa28
ENSMUSG00000074434	ENSMMUG00000018517		Defa28
ENSMUSG00000074434	ENSMMUG00000052512	DEFA6	Defa28
ENSMUSG00000074434	ENSMMUG00000045717		Defa28
ENSMUSG00000079113	ENSMMUG00000054195		Defa43
ENSMUSG00000079113	ENSMMUG00000054742		Defa43
ENSMUSG00000079113	ENSMMUG00000040721		Defa43
ENSMUSG00000079113	ENSMMUG00000054369		Defa43
ENSMUSG00000079113	ENSMMUG00000049881		Defa43
ENSMUSG00000079113	ENSMMUG00000018517		Defa43
ENSMUSG00000079113	ENSMMUG00000052512	DEFA6	Defa43
ENSMUSG00000079113	ENSMMUG00000045717		Defa43
ENSMUSG00000024968	ENSMMUG00000014133	RCOR2	Rcor2
ENSMUSG00000060070	ENSMMUG00000054195		Defa26
ENSMUSG00000060070	ENSMMUG00000054742		Defa26
ENSMUSG00000060070	ENSMMUG00000040721		Defa26
ENSMUSG00000060070	ENSMMUG00000054369		Defa26
ENSMUSG00000060070	ENSMMUG00000049881		Defa26
ENSMUSG00000060070	ENSMMUG00000018517		Defa26
ENSMUSG00000060070	ENSMMUG00000052512	DEFA6	Defa26
ENSMUSG00000060070	ENSMMUG00000045717		Defa26
ENSMUSG00000055799	ENSMMUG00000020134	TCF7L1	Tcf7l1
ENSMUSG00000060208	ENSMMUG00000054195		Defa17
ENSMUSG00000060208	ENSMMUG00000054742		Defa17
ENSMUSG00000060208	ENSMMUG00000040721		Defa17
ENSMUSG00000060208	ENSMMUG00000054369		Defa17
ENSMUSG00000060208	ENSMMUG00000049881		Defa17
ENSMUSG00000060208	ENSMMUG00000018517		Defa17
ENSMUSG00000060208	ENSMMUG00000052512	DEFA6	Defa17
ENSMUSG00000060208	ENSMMUG00000045717		Defa17
ENSMUSG00000063206	ENSMMUG00000054195		Defa34
ENSMUSG00000063206	ENSMMUG00000054742		Defa34
ENSMUSG00000063206	ENSMMUG00000040721		Defa34
ENSMUSG00000063206	ENSMMUG00000054369		Defa34
ENSMUSG00000063206	ENSMMUG00000049881		Defa34
ENSMUSG00000063206	ENSMMUG00000018517		Defa34
ENSMUSG00000063206	ENSMMUG00000052512	DEFA6	Defa34
ENSMUSG00000063206	ENSMMUG00000045717		Defa34
ENSMUSG00000012519	ENSMMUG00000008378	MLKL	Mlkl
ENSMUSG00000074991	ENSMMUG00000005977	GABRR3	Gabrr3
ENSMUSG00000022724	ENSMMUG00000017872	RIOX2	Riox2
ENSMUSG00000000776	ENSMMUG00000023226	POLR3D	Polr3d
ENSMUSG00000025006	ENSMMUG00000004818	SORBS1	Sorbs1
ENSMUSG00000043831	ENSMMUG00000018124	LYSMD4	Lysmd4
ENSMUSG00000021177	ENSMMUG00000004460	TDP1	Tdp1
ENSMUSG00000037224	ENSMMUG00000032306	ZFYVE28	Zfyve28
ENSMUSG00000019864	ENSMMUG00000008121	RTN4IP1	Rtn4ip1
ENSMUSG00000058618	ENSMMUG00000054195		Defa39
ENSMUSG00000058618	ENSMMUG00000054742		Defa39
ENSMUSG00000058618	ENSMMUG00000040721		Defa39
ENSMUSG00000058618	ENSMMUG00000054369		Defa39
ENSMUSG00000058618	ENSMMUG00000049881		Defa39
ENSMUSG00000058618	ENSMMUG00000018517		Defa39
ENSMUSG00000058618	ENSMMUG00000052512	DEFA6	Defa39
ENSMUSG00000058618	ENSMMUG00000045717		Defa39
ENSMUSG00000025870	ENSMMUG00000019715	ARL10	Arl10
ENSMUSG00000003469	ENSMMUG00000013032	PHYHIP	Phyhip
ENSMUSG00000064213	ENSMMUG00000054195		Defa24
ENSMUSG00000064213	ENSMMUG00000054742		Defa24
ENSMUSG00000064213	ENSMMUG00000040721		Defa24
ENSMUSG00000064213	ENSMMUG00000054369		Defa24
ENSMUSG00000064213	ENSMMUG00000049881		Defa24
ENSMUSG00000064213	ENSMMUG00000018517		Defa24
ENSMUSG00000064213	ENSMMUG00000052512	DEFA6	Defa24
ENSMUSG00000064213	ENSMMUG00000045717		Defa24
ENSMUSG00000030562	ENSMMUG00000011116	NOX4	Nox4
ENSMUSG00000022723	ENSMMUG00000038349	CRYBG3	Crybg3
ENSMUSG00000031112	ENSMMUG00000003475	STK26	Stk26
ENSMUSG00000040415	ENSMMUG00000001180	DTX3	Dtx3
ENSMUSG00000022098	ENSMMUG00000013031	BMP1	Bmp1
ENSMUSG00000033579	ENSMMUG00000008381	FA2H	Fa2h
ENSMUSG00000025868	ENSMMUG00000064051	HIGD2A	Higd2a
ENSMUSG00000034203	ENSMMUG00000002608		Chchd4
ENSMUSG00000021408	ENSMMUG00000008485	RIPK1	Ripk1
ENSMUSG00000109572	ENSMMUG00000040759	CFAP99	Cfap99
ENSMUSG00000039063	ENSMMUG00000061804	ECHDC3	Echdc3
ENSMUSG00000090946	ENSMMUG00000047333	CCDC71L	Ccdc71l
ENSMUSG00000029635	ENSMMUG00000014841	CDK8	Cdk8
ENSMUSG00000037944	ENSMMUG00000002102	CCR7	Ccr7
ENSMUSG00000045404	ENSMMUG00000011151	KCNK13	Kcnk13
ENSMUSG00000025417	ENSMMUG00000001179	PIP4K2C	Pip4k2c
ENSMUSG00000061650	ENSMMUG00000006491	MED9	Med9
ENSMUSG00000026815	ENSMMUG00000005948	GFI1B	Gfi1b
ENSMUSG00000049892	ENSMMUG00000006493	RASD1	Rasd1
ENSMUSG00000030095	ENSMMUG00000023124	TMEM43	Tmem43
ENSMUSG00000037935	ENSMMUG00000004005	SMARCE1	Smarce1
ENSMUSG00000019866	ENSMMUG00000008120	CRYBG1	Crybg1
ENSMUSG00000036131	ENSMMUG00000003479	FRMD7	Frmd7
ENSMUSG00000048500	ENSMMUG00000053255	DEFB132	Defb15
ENSMUSG00000058052	ENSMMUG00000064747		Defb35
ENSMUSG00000020572	ENSMMUG00000003572	NAMPT	Nampt
ENSMUSG00000044222	ENSMMUG00000062195		Defb13
ENSMUSG00000079112	ENSMMUG00000050135		Fam90a1a
ENSMUSG00000040732	ENSMMUG00000010296	ERG	Erg
ENSMUSG00000050029	ENSMMUG00000048745	RAP2C	Rap2c
ENSMUSG00000076444	ENSMMUG00000033013	mml-mir-761	Mir761
ENSMUSG00000028218	ENSMMUG00000005557	CIBAR1	Cibar1
ENSMUSG00000060579	ENSMMUG00000012832	FHIT	Fhit
ENSMUSG00000017049	ENSMMUG00000004543	CCDC70	Ccdc70
ENSMUSG00000036109	ENSMMUG00000003071	MBNL3	Mbnl3
ENSMUSG00000035849	ENSMMUG00000004004	KRT222	Krt222
ENSMUSG00000038914	ENSMMUG00000019310	DIDO1	Dido1
ENSMUSG00000055239	ENSMMUG00000001414	KCMF1	Kcmf1
ENSMUSG00000065431	ENSMMUG00000027014	mml-mir-186	Mir186
ENSMUSG00000040016	ENSMMUG00000017309	PTGER3	Ptger3
ENSMUSG00000006567	ENSMMUG00000016520	ATP7B	Atp7b
ENSMUSG00000038286	ENSMMUG00000008483	BPHL	Bphl
ENSMUSG00000060798	ENSMMUG00000015241	INTU	Intu
ENSMUSG00000036112	ENSMMUG00000062006	METAP2	Metap2
ENSMUSG00000034341	ENSMMUG00000009381	WBP2	Wbp2
ENSMUSG00000021178	ENSMMUG00000016960		Psmc1
ENSMUSG00000021178	ENSMMUG00000022990		Psmc1
ENSMUSG00000047547	ENSMMUG00000009058	CLTB	Cltb
ENSMUSG00000022097	ENSMMUG00000013029	SFTPC	Sftpc
ENSMUSG00000038346	ENSMMUG00000016990	ZNF384	Zfp384
ENSMUSG00000069041	ENSMMUG00000061247	SLC25A31	Slc25a31
ENSMUSG00000033773	ENSMMUG00000010096	RPAP2	Rpap2
ENSMUSG00000031328	ENSMMUG00000013668	FLNA	Flna
ENSMUSG00000096914	ENSMMUG00000016767	GALNTL6	Galntl6
ENSMUSG00000028179	ENSMMUG00000019326	CTH	Cth
ENSMUSG00000033595	ENSMMUG00000013028	LGI3	Lgi3
ENSMUSG00000028364	ENSMMUG00000003356	TNC	Tnc
ENSMUSG00000000301	ENSMMUG00000006495	PEMT	Pemt
ENSMUSG00000032329	ENSMMUG00000007430	HMG20A	Hmg20a
ENSMUSG00000033991	ENSMMUG00000001205	TTC37	Ttc37
ENSMUSG00000033589	ENSMMUG00000059519	REEP4	Reep4
ENSMUSG00000039988	ENSMMUG00000013853	ANKRD13C	Ankrd13c
ENSMUSG00000020570	ENSMMUG00000019593	SYPL1	Sypl
ENSMUSG00002075281	ENSMMUG00000034544	U6	Gm55124
ENSMUSG00000021918	ENSMMUG00000017903	NEK4	Nek4
ENSMUSG00000063362	ENSMMUG00000047340	ALG11	Alg11
ENSMUSG00000020913	ENSMMUG00000023592	KRT24	Krt24
ENSMUSG00000041992	ENSMMUG00000002987	RAPGEF5	Rapgef5
ENSMUSG00000035831	ENSMMUG00000001492	KRT25	Krt25
ENSMUSG00000057228	ENSMMUG00000019473	AADAT	Aadat
